fiscal_year,quarter,master_project_code,tenure_category,employee_count,total_employees,percentage
2025,1,NEE102ST,9 - <12,3,9,33.33
2025,1,NEE102ST,>15,1,9,11.11
2025,1,NEE290SP,0 - <3,3,11,27.27
2025,1,NEE290SP,12 - <15,1,11,9.09
2025,1,NEE290SP,3 - <6,4,11,36.36
2025,1,NEE290SP,6 - <9,1,11,9.09
2025,1,NEE290SP,>15,1,11,9.09
2025,1,NEE290SP,Unknown,1,11,9.09
2025,1,NEE291SP,3 - <6,1,4,25.0
2025,1,NEE291SP,Unknown,3,4,75.0
2025,1,NEE308OD,0 - <3,1,19,5.26
2025,1,NEE308OD,12 - <15,1,19,5.26
2025,1,NEE308OD,3 - <6,4,19,21.05
2025,1,NEE308OD,6 - <9,8,19,42.11
2025,1,NEE308OD,9 - <12,1,19,5.26
2025,1,NEE308OD,>15,4,19,21.05
2025,1,NEE315MX,3 - <6,3,3,100.0
2025,1,NEE335H1,3 - <6,2,3,66.67
2025,1,NEE335H1,6 - <9,1,3,33.33
2025,1,NEE355HT,12 - <15,1,2,50.0
2025,1,NEE355HT,9 - <12,1,2,50.0
2025,1,NEE357WD,Unknown,1,1,100.0
2025,1,NEE358HT,3 - <6,5,6,83.33
2025,1,NEE358HT,6 - <9,1,6,16.67
2025,1,NEE360PS,6 - <9,1,1,100.0
2025,1,NEE364HT,12 - <15,1,9,11.11
2025,1,NEE364HT,3 - <6,5,9,55.56
2025,1,NEE364HT,6 - <9,2,9,22.22
2025,1,NEE364HT,>15,1,9,11.11
2025,1,NEE368HT,6 - <9,3,9,33.33
2025,1,NEE368HT,9 - <12,3,9,33.33
2025,1,NEE368HT,>15,2,9,22.22
2025,1,NEE368HT,Unknown,1,9,11.11
2025,1,NEE370HT,3 - <6,4,7,57.14
2025,1,NEE370HT,9 - <12,1,7,14.29
2025,1,NEE370HT,>15,1,7,14.29
2025,1,NEE370HT,Unknown,1,7,14.29
2025,1,NEE374HT,12 - <15,1,21,4.76
2025,1,NEE374HT,3 - <6,10,21,47.62
2025,1,NEE374HT,6 - <9,5,21,23.81
2025,1,NEE374HT,9 - <12,1,21,4.76
2025,1,NEE374HT,>15,4,21,19.05
2025,1,NEE378HT,0 - <3,1,3,33.33
2025,1,NEE378HT,3 - <6,2,3,66.67
2025,1,NEE381ST,3 - <6,13,20,65.0
2025,1,NEE381ST,6 - <9,5,20,25.0
2025,1,NEE381ST,>15,2,20,10.0
2025,1,NEE382ST,12 - <15,3,11,27.27
2025,1,NEE382ST,3 - <6,5,11,45.45
2025,1,NEE382ST,6 - <9,1,11,9.09
2025,1,NEE382ST,>15,2,11,18.18
2025,1,NEE383ST,0 - <3,1,10,10.0
2025,1,NEE383ST,3 - <6,7,10,70.0
2025,1,NEE383ST,6 - <9,2,10,20.0
2025,1,NEE384HT,0 - <3,1,9,11.11
2025,1,NEE384HT,12 - <15,1,9,11.11
2025,1,NEE384HT,3 - <6,5,9,55.56
2025,1,NEE384HT,9 - <12,1,9,11.11
2025,1,NEE384HT,>15,1,9,11.11
2025,1,NEE386HT,12 - <15,1,15,6.67
2025,1,NEE386HT,3 - <6,5,15,33.33
2025,1,NEE386HT,6 - <9,4,15,26.67
2025,1,NEE386HT,9 - <12,1,15,6.67
2025,1,NEE386HT,>15,4,15,26.67
2025,1,NEE387OD,0 - <3,1,18,5.56
2025,1,NEE387OD,12 - <15,1,18,5.56
2025,1,NEE387OD,3 - <6,4,18,22.22
2025,1,NEE387OD,6 - <9,8,18,44.44
2025,1,NEE387OD,>15,4,18,22.22
2025,1,NEE390HT,12 - <15,1,17,5.88
2025,1,NEE390HT,3 - <6,4,17,23.53
2025,1,NEE390HT,6 - <9,5,17,29.41
2025,1,NEE390HT,>15,6,17,35.29
2025,1,NEE390HT,Unknown,1,17,5.88
2025,1,NEE391HT,3 - <6,3,3,100.0
2025,1,NEE457S5,6 - <9,1,1,100.0
2025,1,NEE465DX,6 - <9,1,1,100.0
2025,1,NEE468ST,3 - <6,2,7,28.57
2025,1,NEE468ST,6 - <9,1,7,14.29
2025,1,NEE468ST,9 - <12,1,7,14.29
2025,1,NEE468ST,>15,3,7,42.86
2025,1,NEE474ST,0 - <3,6,17,35.29
2025,1,NEE474ST,3 - <6,7,17,41.18
2025,1,NEE474ST,9 - <12,3,17,17.65
2025,1,NEE474ST,>15,1,17,5.88
2025,1,NEE475ST,0 - <3,1,3,33.33
2025,1,NEE475ST,3 - <6,2,3,66.67
2025,1,NEE476ST,3 - <6,2,3,66.67
2025,1,NEE476ST,Unknown,1,3,33.33
2025,1,NEE477ST,Unknown,1,1,100.0
2025,1,NEE479MX,3 - <6,1,1,100.0
2025,1,NEE481DX,0 - <3,1,7,14.29
2025,1,NEE481DX,3 - <6,5,7,71.43
2025,1,NEE481DX,9 - <12,1,7,14.29
2025,1,NEE484GT,3 - <6,7,14,50.0
2025,1,NEE484GT,6 - <9,2,14,14.29
2025,1,NEE484GT,9 - <12,1,14,7.14
2025,1,NEE484GT,>15,3,14,21.43
2025,1,NEE484GT,Unknown,1,14,7.14
2025,1,NEE489M2,0 - <3,1,1,100.0
2025,1,NEE491MX,3 - <6,3,4,75.0
2025,1,NEE491MX,>15,1,4,25.0
2025,1,NEE492ST,3 - <6,5,9,55.56
2025,1,NEE492ST,6 - <9,3,9,33.33
2025,1,NEE492ST,>15,1,9,11.11
2025,1,NEE496HZ,3 - <6,1,2,50.0
2025,1,NEE496HZ,9 - <12,1,2,50.0
2025,1,NEE498MX,0 - <3,1,2,50.0
2025,1,NEE498MX,3 - <6,1,2,50.0
2025,1,NEE514SP,12 - <15,1,2,50.0
2025,1,NEE514SP,>15,1,2,50.0
2025,1,NEE530WD,Unknown,1,1,100.0
2025,1,NEE604ST,3 - <6,1,5,20.0
2025,1,NEE604ST,9 - <12,2,5,40.0
2025,1,NEE604ST,>15,2,5,40.0
2025,1,NEE606WD,Unknown,1,1,100.0
2025,1,NEE607ST,9 - <12,2,2,100.0
2025,1,NEE608IV,>15,1,1,100.0
2025,1,NEE608ST,3 - <6,7,15,46.67
2025,1,NEE608ST,6 - <9,5,15,33.33
2025,1,NEE608ST,>15,2,15,13.33
2025,1,NEE608ST,Unknown,1,15,6.67
2025,1,NEE609ST,0 - <3,1,22,4.55
2025,1,NEE609ST,12 - <15,1,22,4.55
2025,1,NEE609ST,3 - <6,11,22,50.0
2025,1,NEE609ST,6 - <9,2,22,9.09
2025,1,NEE609ST,9 - <12,4,22,18.18
2025,1,NEE609ST,>15,3,22,13.64
2025,1,NEE610SP,0 - <3,2,45,4.44
2025,1,NEE610SP,12 - <15,3,45,6.67
2025,1,NEE610SP,3 - <6,18,45,40.0
2025,1,NEE610SP,6 - <9,9,45,20.0
2025,1,NEE610SP,9 - <12,2,45,4.44
2025,1,NEE610SP,>15,11,45,24.44
2025,1,NEE612SP,12 - <15,2,14,14.29
2025,1,NEE612SP,3 - <6,4,14,28.57
2025,1,NEE612SP,6 - <9,2,14,14.29
2025,1,NEE612SP,9 - <12,3,14,21.43
2025,1,NEE612SP,>15,3,14,21.43
2025,1,NEE613SP,0 - <3,4,35,11.43
2025,1,NEE613SP,12 - <15,2,35,5.71
2025,1,NEE613SP,3 - <6,15,35,42.86
2025,1,NEE613SP,6 - <9,7,35,20.0
2025,1,NEE613SP,9 - <12,2,35,5.71
2025,1,NEE613SP,>15,5,35,14.29
2025,1,NEE616SP,0 - <3,3,29,10.34
2025,1,NEE616SP,12 - <15,5,29,17.24
2025,1,NEE616SP,3 - <6,6,29,20.69
2025,1,NEE616SP,6 - <9,4,29,13.79
2025,1,NEE616SP,9 - <12,5,29,17.24
2025,1,NEE616SP,>15,5,29,17.24
2025,1,NEE616SP,Unknown,1,29,3.45
2025,1,NEE619SP,0 - <3,3,48,6.25
2025,1,NEE619SP,12 - <15,5,48,10.42
2025,1,NEE619SP,3 - <6,18,48,37.5
2025,1,NEE619SP,6 - <9,6,48,12.5
2025,1,NEE619SP,9 - <12,6,48,12.5
2025,1,NEE619SP,>15,10,48,20.83
2025,1,NEE623SP,12 - <15,1,1,100.0
2025,1,NEE626BS,9 - <12,1,1,100.0
2025,1,NEE628SP,>15,1,1,100.0
2025,1,NEE629HZ,0 - <3,1,6,16.67
2025,1,NEE629HZ,12 - <15,1,6,16.67
2025,1,NEE629HZ,3 - <6,2,6,33.33
2025,1,NEE629HZ,6 - <9,1,6,16.67
2025,1,NEE629HZ,>15,1,6,16.67
2025,1,NEE630SP,>15,2,2,100.0
2025,1,NEE631SP,>15,1,1,100.0
2025,1,NEE632SP,12 - <15,1,1,100.0
2025,1,NEE633WD,Unknown,1,1,100.0
2025,1,NEE636SP,0 - <3,2,17,11.76
2025,1,NEE636SP,12 - <15,1,17,5.88
2025,1,NEE636SP,3 - <6,10,17,58.82
2025,1,NEE636SP,6 - <9,2,17,11.76
2025,1,NEE636SP,9 - <12,2,17,11.76
2025,1,NEE640SP,9 - <12,1,2,50.0
2025,1,NEE640SP,>15,1,2,50.0
2025,1,NEE654SP,12 - <15,2,26,7.69
2025,1,NEE654SP,3 - <6,11,26,42.31
2025,1,NEE654SP,6 - <9,2,26,7.69
2025,1,NEE654SP,9 - <12,2,26,7.69
2025,1,NEE654SP,>15,9,26,34.62
2025,1,NEE657SP,0 - <3,1,12,8.33
2025,1,NEE657SP,12 - <15,2,12,16.67
2025,1,NEE657SP,3 - <6,9,12,75.0
2025,1,NEE658SP,0 - <3,6,55,10.91
2025,1,NEE658SP,12 - <15,3,55,5.45
2025,1,NEE658SP,3 - <6,20,55,36.36
2025,1,NEE658SP,6 - <9,12,55,21.82
2025,1,NEE658SP,9 - <12,3,55,5.45
2025,1,NEE658SP,>15,9,55,16.36
2025,1,NEE658SP,Unknown,2,55,3.64
2025,1,NEE659SP,12 - <15,1,20,5.0
2025,1,NEE659SP,3 - <6,10,20,50.0
2025,1,NEE659SP,6 - <9,3,20,15.0
2025,1,NEE659SP,9 - <12,3,20,15.0
2025,1,NEE659SP,>15,3,20,15.0
2025,1,NEE660WD,3 - <6,2,6,33.33
2025,1,NEE660WD,9 - <12,2,6,33.33
2025,1,NEE660WD,Unknown,2,6,33.33
2025,1,NEE661WD,Unknown,2,2,100.0
2025,1,NEE662WD,Unknown,2,2,100.0
2025,1,NEE663WD,Unknown,3,3,100.0
2025,1,NEE664WD,Unknown,2,2,100.0
2025,1,NEE668SP,0 - <3,2,20,10.0
2025,1,NEE668SP,12 - <15,2,20,10.0
2025,1,NEE668SP,3 - <6,6,20,30.0
2025,1,NEE668SP,6 - <9,1,20,5.0
2025,1,NEE668SP,9 - <12,3,20,15.0
2025,1,NEE668SP,>15,6,20,30.0
2025,1,NEE670SP,0 - <3,5,49,10.2
2025,1,NEE670SP,12 - <15,6,49,12.24
2025,1,NEE670SP,3 - <6,14,49,28.57
2025,1,NEE670SP,6 - <9,9,49,18.37
2025,1,NEE670SP,9 - <12,7,49,14.29
2025,1,NEE670SP,>15,8,49,16.33
2025,1,NEE671SP,0 - <3,1,4,25.0
2025,1,NEE671SP,3 - <6,2,4,50.0
2025,1,NEE671SP,9 - <12,1,4,25.0
2025,1,NEE674SP,Unknown,4,4,100.0
2025,1,NEE675WD,Unknown,1,1,100.0
2025,1,NEE701PU,3 - <6,1,4,25.0
2025,1,NEE701PU,6 - <9,1,4,25.0
2025,1,NEE701PU,9 - <12,1,4,25.0
2025,1,NEE701PU,>15,1,4,25.0
2025,1,NEE707PU,3 - <6,2,4,50.0
2025,1,NEE707PU,9 - <12,1,4,25.0
2025,1,NEE707PU,>15,1,4,25.0
2025,1,NEE709DX,3 - <6,2,6,33.33
2025,1,NEE709DX,6 - <9,3,6,50.0
2025,1,NEE709DX,9 - <12,1,6,16.67
2025,1,NEE716IV,3 - <6,1,2,50.0
2025,1,NEE716IV,>15,1,2,50.0
2025,1,NEE717MT,0 - <3,3,6,50.0
2025,1,NEE717MT,12 - <15,1,6,16.67
2025,1,NEE717MT,3 - <6,1,6,16.67
2025,1,NEE717MT,9 - <12,1,6,16.67
2025,1,NEE720ST,Unknown,1,1,100.0
2025,1,NEE722IV,3 - <6,1,2,50.0
2025,1,NEE722IV,>15,1,2,50.0
2025,1,NEEBASP6,9 - <12,1,1,100.0
2025,2,AEILMO48,12 - <15,1,6,16.67
2025,2,AEILMO48,6 - <9,1,6,16.67
2025,2,AEILMO48,9 - <12,2,6,33.33
2025,2,AEILMO48,>15,2,6,33.33
2025,2,AEILMO49,>15,1,1,100.0
2025,2,FPL973MP,3 - <6,1,2,50.0
2025,2,FPL973MP,>15,1,2,50.0
2025,2,FPL980MC,>15,1,1,100.0
2025,2,FPL981MC,>15,1,1,100.0
2025,2,FPL983NP,3 - <6,1,2,50.0
2025,2,FPL983NP,>15,1,2,50.0
2025,2,FPLAMPZ3,12 - <15,1,11,9.09
2025,2,FPLAMPZ3,3 - <6,5,11,45.45
2025,2,FPLAMPZ3,6 - <9,2,11,18.18
2025,2,FPLAMPZ3,>15,2,11,18.18
2025,2,FPLAMPZ3,Unknown,1,11,9.09
2025,2,FPLDRACP,0 - <3,1,11,9.09
2025,2,FPLDRACP,12 - <15,3,11,27.27
2025,2,FPLDRACP,3 - <6,4,11,36.36
2025,2,FPLDRACP,6 - <9,1,11,9.09
2025,2,FPLDRACP,9 - <12,1,11,9.09
2025,2,FPLDRACP,>15,1,11,9.09
2025,2,FPLFPCEW,3 - <6,1,2,50.0
2025,2,FPLFPCEW,Unknown,1,2,50.0
2025,2,FPLFPMST,0 - <3,2,36,5.56
2025,2,FPLFPMST,12 - <15,2,36,5.56
2025,2,FPLFPMST,3 - <6,15,36,41.67
2025,2,FPLFPMST,6 - <9,10,36,27.78
2025,2,FPLFPMST,9 - <12,5,36,13.89
2025,2,FPLFPMST,>15,2,36,5.56
2025,2,FPLPMPH6,>15,2,2,100.0
2025,2,FPLPMPH7,9 - <12,2,3,66.67
2025,2,FPLPMPH7,>15,1,3,33.33
2025,2,FPM972MP,>15,1,1,100.0
2025,2,HELIVCBE,9 - <12,1,1,100.0
2025,2,HELIVCHP,0 - <3,4,14,28.57
2025,2,HELIVCHP,3 - <6,3,14,21.43
2025,2,HELIVCHP,6 - <9,2,14,14.29
2025,2,HELIVCHP,9 - <12,3,14,21.43
2025,2,HELIVCHP,>15,2,14,14.29
2025,2,HELIVMYP,12 - <15,1,1,100.0
2025,2,HELIVPA6,3 - <6,1,3,33.33
2025,2,HELIVPA6,6 - <9,2,3,66.67
2025,2,HELIVPU6,6 - <9,1,1,100.0
2025,2,HELIVVB2,3 - <6,1,2,50.0
2025,2,HELIVVB2,>15,1,2,50.0
2025,2,HELIVVH1,3 - <6,6,8,75.0
2025,2,HELIVVH1,6 - <9,1,8,12.5
2025,2,HELIVVH1,9 - <12,1,8,12.5
2025,2,HELIVVM1,12 - <15,1,9,11.11
2025,2,HELIVVM1,3 - <6,5,9,55.56
2025,2,HELIVVM1,6 - <9,3,9,33.33
2025,2,HELIVVM3,3 - <6,1,2,50.0
2025,2,HELIVVM3,>15,1,2,50.0
2025,2,M1CFEGPM,0 - <3,8,46,17.39
2025,2,M1CFEGPM,12 - <15,5,46,10.87
2025,2,M1CFEGPM,3 - <6,15,46,32.61
2025,2,M1CFEGPM,6 - <9,5,46,10.87
2025,2,M1CFEGPM,9 - <12,6,46,13.04
2025,2,M1CFEGPM,>15,7,46,15.22
2025,2,M21140MZ,3 - <6,1,2,50.0
2025,2,M21140MZ,6 - <9,1,2,50.0
2025,2,M22073B1,>15,1,1,100.0
2025,2,M31162MZ,9 - <12,1,3,33.33
2025,2,M31162MZ,>15,2,3,66.67
2025,2,M31185MZ,12 - <15,1,3,33.33
2025,2,M31185MZ,3 - <6,1,3,33.33
2025,2,M31185MZ,9 - <12,1,3,33.33
2025,2,M31203MZ,9 - <12,1,1,100.0
2025,2,M31256QB,0 - <3,5,44,11.36
2025,2,M31256QB,12 - <15,2,44,4.55
2025,2,M31256QB,3 - <6,19,44,43.18
2025,2,M31256QB,6 - <9,6,44,13.64
2025,2,M31256QB,9 - <12,2,44,4.55
2025,2,M31256QB,>15,7,44,15.91
2025,2,M31256QB,Unknown,3,44,6.82
2025,2,M31261MZ,0 - <3,1,39,2.56
2025,2,M31261MZ,12 - <15,6,39,15.38
2025,2,M31261MZ,3 - <6,16,39,41.03
2025,2,M31261MZ,9 - <12,8,39,20.51
2025,2,M31261MZ,>15,5,39,12.82
2025,2,M31261MZ,Unknown,3,39,7.69
2025,2,M31330MH,0 - <3,9,188,4.79
2025,2,M31330MH,12 - <15,17,188,9.04
2025,2,M31330MH,3 - <6,73,188,38.83
2025,2,M31330MH,6 - <9,28,188,14.89
2025,2,M31330MH,9 - <12,23,188,12.23
2025,2,M31330MH,>15,38,188,20.21
2025,2,M31338MZ,0 - <3,1,28,3.57
2025,2,M31338MZ,12 - <15,2,28,7.14
2025,2,M31338MZ,3 - <6,13,28,46.43
2025,2,M31338MZ,6 - <9,4,28,14.29
2025,2,M31338MZ,9 - <12,5,28,17.86
2025,2,M31338MZ,>15,3,28,10.71
2025,2,M31342ST,>15,2,2,100.0
2025,2,M31345ST,3 - <6,1,4,25.0
2025,2,M31345ST,9 - <12,3,4,75.0
2025,2,M31347M2,12 - <15,1,13,7.69
2025,2,M31347M2,3 - <6,7,13,53.85
2025,2,M31347M2,6 - <9,3,13,23.08
2025,2,M31347M2,>15,2,13,15.38
2025,2,M31354MZ,0 - <3,2,16,12.5
2025,2,M31354MZ,12 - <15,1,16,6.25
2025,2,M31354MZ,3 - <6,7,16,43.75
2025,2,M31354MZ,6 - <9,1,16,6.25
2025,2,M31354MZ,9 - <12,2,16,12.5
2025,2,M31354MZ,>15,3,16,18.75
2025,2,M31364MZ,0 - <3,2,83,2.41
2025,2,M31364MZ,12 - <15,8,83,9.64
2025,2,M31364MZ,3 - <6,27,83,32.53
2025,2,M31364MZ,6 - <9,12,83,14.46
2025,2,M31364MZ,9 - <12,16,83,19.28
2025,2,M31364MZ,>15,15,83,18.07
2025,2,M31364MZ,Unknown,3,83,3.61
2025,2,M31366MZ,3 - <6,5,7,71.43
2025,2,M31366MZ,9 - <12,1,7,14.29
2025,2,M31366MZ,>15,1,7,14.29
2025,2,M31372MZ,0 - <3,2,57,3.51
2025,2,M31372MZ,12 - <15,6,57,10.53
2025,2,M31372MZ,3 - <6,17,57,29.82
2025,2,M31372MZ,6 - <9,8,57,14.04
2025,2,M31372MZ,9 - <12,10,57,17.54
2025,2,M31372MZ,>15,11,57,19.3
2025,2,M31372MZ,Unknown,3,57,5.26
2025,2,M31376MZ,3 - <6,2,9,22.22
2025,2,M31376MZ,6 - <9,2,9,22.22
2025,2,M31376MZ,9 - <12,3,9,33.33
2025,2,M31376MZ,>15,2,9,22.22
2025,2,M31383MZ,0 - <3,3,31,9.68
2025,2,M31383MZ,12 - <15,2,31,6.45
2025,2,M31383MZ,3 - <6,9,31,29.03
2025,2,M31383MZ,6 - <9,8,31,25.81
2025,2,M31383MZ,9 - <12,3,31,9.68
2025,2,M31383MZ,>15,6,31,19.35
2025,2,M31387MZ,0 - <3,5,71,7.04
2025,2,M31387MZ,12 - <15,5,71,7.04
2025,2,M31387MZ,3 - <6,27,71,38.03
2025,2,M31387MZ,6 - <9,10,71,14.08
2025,2,M31387MZ,9 - <12,6,71,8.45
2025,2,M31387MZ,>15,17,71,23.94
2025,2,M31387MZ,Unknown,1,71,1.41
2025,2,M31401MZ,>15,1,1,100.0
2025,2,M31403MZ,12 - <15,1,15,6.67
2025,2,M31403MZ,3 - <6,6,15,40.0
2025,2,M31403MZ,6 - <9,3,15,20.0
2025,2,M31403MZ,9 - <12,3,15,20.0
2025,2,M31403MZ,>15,2,15,13.33
2025,2,M31404MZ,12 - <15,1,9,11.11
2025,2,M31404MZ,3 - <6,6,9,66.67
2025,2,M31404MZ,>15,2,9,22.22
2025,2,M31405MZ,3 - <6,2,2,100.0
2025,2,M31406MZ,3 - <6,9,15,60.0
2025,2,M31406MZ,6 - <9,5,15,33.33
2025,2,M31406MZ,>15,1,15,6.67
2025,2,M31407MZ,3 - <6,2,3,66.67
2025,2,M31407MZ,9 - <12,1,3,33.33
2025,2,M31408MZ,12 - <15,1,3,33.33
2025,2,M31408MZ,3 - <6,1,3,33.33
2025,2,M31408MZ,9 - <12,1,3,33.33
2025,2,M31411MZ,12 - <15,2,9,22.22
2025,2,M31411MZ,3 - <6,1,9,11.11
2025,2,M31411MZ,6 - <9,2,9,22.22
2025,2,M31411MZ,9 - <12,3,9,33.33
2025,2,M31411MZ,>15,1,9,11.11
2025,2,M31416MZ,9 - <12,1,1,100.0
2025,2,M31419MZ,3 - <6,1,3,33.33
2025,2,M31419MZ,9 - <12,1,3,33.33
2025,2,M31419MZ,>15,1,3,33.33
2025,2,M31420B1,0 - <3,1,10,10.0
2025,2,M31420B1,3 - <6,7,10,70.0
2025,2,M31420B1,6 - <9,2,10,20.0
2025,2,M31427MZ,3 - <6,4,7,57.14
2025,2,M31427MZ,9 - <12,2,7,28.57
2025,2,M31427MZ,>15,1,7,14.29
2025,2,M31428MZ,0 - <3,1,18,5.56
2025,2,M31428MZ,12 - <15,1,18,5.56
2025,2,M31428MZ,3 - <6,9,18,50.0
2025,2,M31428MZ,6 - <9,2,18,11.11
2025,2,M31428MZ,9 - <12,3,18,16.67
2025,2,M31428MZ,>15,2,18,11.11
2025,2,M31432QB,0 - <3,1,20,5.0
2025,2,M31432QB,3 - <6,7,20,35.0
2025,2,M31432QB,6 - <9,4,20,20.0
2025,2,M31432QB,9 - <12,3,20,15.0
2025,2,M31432QB,>15,3,20,15.0
2025,2,M31432QB,Unknown,2,20,10.0
2025,2,M31439ST,12 - <15,1,5,20.0
2025,2,M31439ST,3 - <6,2,5,40.0
2025,2,M31439ST,9 - <12,1,5,20.0
2025,2,M31439ST,>15,1,5,20.0
2025,2,M31441MZ,0 - <3,1,4,25.0
2025,2,M31441MZ,3 - <6,1,4,25.0
2025,2,M31441MZ,6 - <9,1,4,25.0
2025,2,M31441MZ,>15,1,4,25.0
2025,2,M31446MZ,3 - <6,2,8,25.0
2025,2,M31446MZ,6 - <9,1,8,12.5
2025,2,M31446MZ,9 - <12,2,8,25.0
2025,2,M31446MZ,>15,3,8,37.5
2025,2,M31448MC,3 - <6,1,2,50.0
2025,2,M31448MC,>15,1,2,50.0
2025,2,M31464MZ,3 - <6,1,1,100.0
2025,2,M31468MZ,12 - <15,2,7,28.57
2025,2,M31468MZ,3 - <6,1,7,14.29
2025,2,M31468MZ,6 - <9,1,7,14.29
2025,2,M31468MZ,9 - <12,1,7,14.29
2025,2,M31468MZ,>15,1,7,14.29
2025,2,M31468MZ,Unknown,1,7,14.29
2025,2,M31471MZ,0 - <3,1,7,14.29
2025,2,M31471MZ,3 - <6,5,7,71.43
2025,2,M31471MZ,6 - <9,1,7,14.29
2025,2,M31475MZ,12 - <15,1,7,14.29
2025,2,M31475MZ,3 - <6,4,7,57.14
2025,2,M31475MZ,6 - <9,1,7,14.29
2025,2,M31475MZ,9 - <12,1,7,14.29
2025,2,M31478CS,12 - <15,1,4,25.0
2025,2,M31478CS,3 - <6,2,4,50.0
2025,2,M31478CS,>15,1,4,25.0
2025,2,M31491TZ,>15,1,1,100.0
2025,2,M31509MZ,9 - <12,2,2,100.0
2025,2,M31564MZ,12 - <15,1,12,8.33
2025,2,M31564MZ,3 - <6,6,12,50.0
2025,2,M31564MZ,6 - <9,2,12,16.67
2025,2,M31564MZ,>15,3,12,25.0
2025,2,MECBSDA,6 - <9,1,1,100.0
2025,2,MECMZA23,0 - <3,1,19,5.26
2025,2,MECMZA23,12 - <15,2,19,10.53
2025,2,MECMZA23,3 - <6,4,19,21.05
2025,2,MECMZA23,6 - <9,3,19,15.79
2025,2,MECMZA23,9 - <12,4,19,21.05
2025,2,MECMZA23,>15,4,19,21.05
2025,2,MECMZA23,Unknown,1,19,5.26
2025,2,MECMZAI2,12 - <15,1,8,12.5
2025,2,MECMZAI2,3 - <6,4,8,50.0
2025,2,MECMZAI2,6 - <9,1,8,12.5
2025,2,MECMZAI2,9 - <12,1,8,12.5
2025,2,MECMZAI2,>15,1,8,12.5
2025,2,MECMZCF,0 - <3,1,3,33.33
2025,2,MECMZCF,3 - <6,2,3,66.67
2025,2,MECMZCP,12 - <15,1,17,5.88
2025,2,MECMZCP,3 - <6,6,17,35.29
2025,2,MECMZCP,6 - <9,2,17,11.76
2025,2,MECMZCP,9 - <12,2,17,11.76
2025,2,MECMZCP,>15,5,17,29.41
2025,2,MECMZCP,Unknown,1,17,5.88
2025,2,MECMZEA1,3 - <6,1,2,50.0
2025,2,MECMZEA1,9 - <12,1,2,50.0
2025,2,MECMZIDM,3 - <6,1,7,14.29
2025,2,MECMZIDM,6 - <9,4,7,57.14
2025,2,MECMZIDM,>15,1,7,14.29
2025,2,MECMZIDM,Unknown,1,7,14.29
2025,2,MECMZLIN,>15,1,1,100.0
2025,2,MECMZPCI,0 - <3,4,26,15.38
2025,2,MECMZPCI,12 - <15,2,26,7.69
2025,2,MECMZPCI,3 - <6,10,26,38.46
2025,2,MECMZPCI,6 - <9,3,26,11.54
2025,2,MECMZPCI,9 - <12,3,26,11.54
2025,2,MECMZPCI,>15,4,26,15.38
2025,2,MECMZPU,>15,1,1,100.0
2025,2,MECMZSAP,0 - <3,1,7,14.29
2025,2,MECMZSAP,3 - <6,2,7,28.57
2025,2,MECMZSAP,6 - <9,2,7,28.57
2025,2,MECMZSAP,>15,1,7,14.29
2025,2,MECMZSAP,Unknown,1,7,14.29
2025,2,MECMZV13,0 - <3,2,25,8.0
2025,2,MECMZV13,12 - <15,2,25,8.0
2025,2,MECMZV13,3 - <6,9,25,36.0
2025,2,MECMZV13,6 - <9,5,25,20.0
2025,2,MECMZV13,9 - <12,1,25,4.0
2025,2,MECMZV13,>15,4,25,16.0
2025,2,MECMZV13,Unknown,2,25,8.0
2025,2,MECMZV21,0 - <3,1,18,5.56
2025,2,MECMZV21,12 - <15,3,18,16.67
2025,2,MECMZV21,3 - <6,5,18,27.78
2025,2,MECMZV21,6 - <9,3,18,16.67
2025,2,MECMZV21,9 - <12,1,18,5.56
2025,2,MECMZV21,>15,3,18,16.67
2025,2,MECMZV21,Unknown,2,18,11.11
2025,2,MH1412HE,0 - <3,1,21,4.76
2025,2,MH1412HE,12 - <15,3,21,14.29
2025,2,MH1412HE,3 - <6,13,21,61.9
2025,2,MH1412HE,6 - <9,2,21,9.52
2025,2,MH1412HE,9 - <12,1,21,4.76
2025,2,MH1412HE,>15,1,21,4.76
2025,2,MH1413NE,0 - <3,1,15,6.67
2025,2,MH1413NE,12 - <15,2,15,13.33
2025,2,MH1413NE,6 - <9,4,15,26.67
2025,2,MH1413NE,9 - <12,3,15,20.0
2025,2,MH1413NE,>15,5,15,33.33
2025,2,MH4CABL2,12 - <15,1,1,100.0
2025,2,MH4FNPB5,>15,2,3,66.67
2025,2,MH4FNPB5,Unknown,1,3,33.33
2025,2,MH4HRPB5,3 - <6,1,5,20.0
2025,2,MH4HRPB5,Unknown,4,5,80.0
2025,2,MH4PAPB5,12 - <15,2,4,50.0
2025,2,MH4PAPB5,3 - <6,1,4,25.0
2025,2,MH4PAPB5,>15,1,4,25.0
2025,2,MH4PEPB5,12 - <15,1,4,25.0
2025,2,MH4PEPB5,>15,2,4,50.0
2025,2,MH4PEPB5,Unknown,1,4,25.0
2025,2,MHBRTPB5,12 - <15,1,6,16.67
2025,2,MHBRTPB5,3 - <6,1,6,16.67
2025,2,MHBRTPB5,6 - <9,1,6,16.67
2025,2,MHBRTPB5,>15,1,6,16.67
2025,2,MHBRTPB5,Unknown,2,6,33.33
2025,2,MHD398BS,3 - <6,2,5,40.0
2025,2,MHD398BS,6 - <9,1,5,20.0
